OrderID,Date,Store,Region,Category,Product,Units,Unit_Price,Discount,Revenue,Profit,SalesRep
ORD105810,2023-06-01 18:23:00,Lucknow,North,Electronics,Wireless Earbuds,6.0,3631.18,0.0,,6647.64,D. Joshi
ORD100836,2023-06-01 18:28:00,Chandigarh,North,Toys,Soft Toy Bear,12.0,221.72,0.0,2660.64,695.65,S. Nair
ORD108175,2023-06-01 18:57:00,Patna,East,Toys,Soft Toy Bear,4.0,771.64,0.0,3086.56,777.04,K. Menon
ORD102771,2023-06-01 19:50:00,Hyderabad,South,Toys,Soft Toy Bear,1.0,353.26,0.0,353.26,39.42,A. Sharma
ORD100908,2023-06-01 20:04:00,Bengaluru,South,Home Goods,Curtain Set,10.0,1669.38,0.1,15024.42,4988.79,M. Khan
ORD107157,2023-06-01 22:09:00,Hyderabad,South,Toys,Board Game,14.0,710.76,0.2,7960.51,2626.04,M. Khan
ORD102071,2023-06-01 22:27:00,Hyderabad,South,Electronics,Wireless Earbuds,14.0,2644.56,0.1,33321.46,3876.91,D. Joshi
ORD109581,2023-06-01 23:38:00,Pune,West,Apparel,Cotton Kurta,8.0,1067.37,0.15,7258.12,743.09,R. Iyer
ORD109060,2023-06-01 23:55:00,Ahmedabad,West,Electronics,Power Bank,4.0,3752.75,0.0,105436.142714706,4497.14,K. Menon
ORD101137,2023-06-02 00:06:00,Bhubaneswar,East,Groceries,Tea Leaves 500g,12.0,795.45,0.0,9545.4,966.03,A. Sharma
ORD109514,2023-06-02 00:23:00,Delhi,North,Electronics,Smartwatch,3.0,749.7,,2249.1,294.99,N. Gupta  
ORD106484,2023-06-02 00:30:00,Chennai,South,Toys,Board Game,9.0,1875.48,0.05,16035.35,2277.61,P. Verma
ORD101309,2023-06-02 00:35:00,Bhubaneswar,East,Toys,Board Game,8.0,756.35,0.0,6050.8,1860.63,V. Reddy
ORD108664,2023-06-02 00:50:00,Kolkata,East,Electronics,LED Monitor,6.0,883.86,0.0,5303.16,655.5,N. Gupta
ORD106621,2023-06-02 03:33:00,Bengaluru,South,Groceries,Spice Combo Pack,8.0,103.55,0.2,662.72,213.06,V. Reddy
ORD103343,2023-06-02 03:37:00,Ahmedabad,West,Toys,Soft Toy Bear,4.0,1665.68,0.0,6662.72,741.91,T. Banerjee
ORD108973,2023-06-02 05:22:00,Hyderabad,South,Home Goods,Curtain Set,8.0,1236.87,0.0,9894.96,2062.67,N. Gupta
ORD101206,2023-06-02 05:34:00,Chennai,South,Apparel,Denim Jeans,10.0,1106.5,0.05,,1280.16,M. Khan
ORD104737,2023-06-02 05:42:00,Hyderabad,South,Apparel,Saree,7.0,1795.77,0.0,12570.39,3965.03,S. Nair
ORD101557,2023-06-02 05:48:00,Pune,West,Electronics,Wireless Earbuds,4.0,1648.29,0.0,6593.16,804.88,S. Nair
ORD109637,2023-06-02 07:36:00,Chennai,South,Groceries,Wheat Flour 10kg,3.0,207.3,0.1,559.71,135.42,K. Menon
ORD104420,2023-06-02 08:34:00,Hyderabad,South,Toys,Soft Toy Bear,3.0,1812.81,0.1,4894.59,558.25,S. Nair
ORD107360,2023-06-02 09:39:00,Bengaluru,South,Home Goods,Bedsheet Set,6.0,1676.67,0.05,9557.02,2485.54,P. Verma
ORD102955,2023-06-02 10:56:00,Kolkata,East,Toys,Board Game,6.0,632.65,0.15,3226.51,353.18,V. Reddy
ORD100237,2023-06-02 11:32:00,Patna,East,Home Goods,Curtain Set,1.0,2155.53,0.05,2047.75,578.37,D. Joshi
ORD107475,2023-06-02 11:44:00,Bengaluru,South,Apparel,Denim Jeans,13.0,983.3,0.05,12143.76,3807.38,S. Nair
ORD104053,2023-06-02 12:09:00,Patna,East,Groceries,Spice Combo Pack,12.0,588.61,0.0,7063.32,2092.02,M. Khan
ORD104966,2023-06-02 12:49:00,Chennai,South,Electronics,Power Bank,11.0,1087.87,0.0,11966.57,3149.3,A. Sharma
ORD107276,2023-06-02 13:20:00,Hyderabad,South,Electronics,Wireless Earbuds,9.0,3642.55,0.05,31143.8,7380.51,V. Reddy
ORD103941,2023-06-02 13:43:00,Chandigarh,North,Apparel,Denim Jeans,7.0,2314.14,0.15,13769.13,4668.61,M. Khan
ORD109571,2023-06-02 13:48:00,Bhubaneswar,East,Apparel,Cotton Kurta,1.0,1122.25,0.0,1122.25,222.56,R. Iyer
ORD109088,2023-06-02 14:33:00,Chandigarh,North,Apparel,Denim Jeans,14.0,623.63,0.05,8294.28,1697.82,D. Joshi
ORD109179,2023-06-02 15:08:00,Mumbai,West,Electronics,Power Bank,6.0,903.78,0.05,5151.55,1635.12,V. Reddy
ORD109960,2023-06-02 16:47:00,Patna,East,Electronics  ,Power Bank,13.0,2533.59,0.0,32936.67,10465.72,S. Nair
ORD105811,2023-06-02 18:14:00,Delhi,North,Electronics,Bluetooth Speaker,4.0,2998.21,0.0,11992.84,3191.65,N. Gupta
ORD109878,2023-06-02 18:37:00,Delhi,North,Electronics,Wireless Earbuds,3.0,3104.89,0.0,9314.67,1288.33,N. Gupta
ORD100614,2023-06-02 19:07:00,Chennai,South,Toys,Remote Control Car,2.0,211.28,0.1,380.3,87.79,D. Joshi
ORD104593,2023-06-02 21:35:00,Hyderabad,South,Home Goods,Curtain Set,12.0,2172.86,0.1,23466.89,7534.99,P. Verma
ORD106427,2023-06-02 22:00:00,Mumbai,West,Groceries,Cooking Oil 1L,10.0,428.34,0.05,4069.23,698.05,R. Iyer
ORD104122,2023-06-02 22:34:00,Chandigarh,North,Toys,Remote Control Car,2.0,199.0,0.05,2308.699980634455,89.09,D. Joshi
ORD106840,2023-06-02 22:59:00,Pune,West,Groceries,Tea Leaves 500g,14.0,491.21,0.05,6533.09,1118.77,N. Gupta
ORD100999,2023-06-02 23:14:00,Mumbai,West,Electronics,Wireless Earbuds,5.0,1549.75,0.0,7748.75,2089.14,P. Verma
ORD100955,2023-06-03 02:37:00,Lucknow,North,Toys,Puzzle 500pc,3.0,1079.8,0.0,3239.4,841.04,P. Verma
ORD107086,2023-06-03 02:48:00,Bhubaneswar,East,Electronics,LED Monitor,12.0,3609.08,0.0,43308.96,12860.95,T. Banerjee
ORD105114,2023-06-03 03:58:00,Kolkata,East,Toys,Remote Control Car,11.0,1316.96,0.1,13037.9,3313.64,R. Iyer
ORD107078,2023-06-03 04:44:00,Delhi,North,Apparel,Sports Jacket,6.0,320.06,0.1,1728.32,532.07,M. Khan
ORD106614,2023-06-03 05:02:00,Patna,East,Home Goods,Table Lamp,6.0,1370.09,0.05,7809.51,1663.74,M. Khan
ORD101197,2023-06-03 06:18:00,Mumbai,West,Home Goods,Curtain Set,1.0,1907.9,0.1,1717.11,403.63,T. Banerjee
ORD101765,2023-06-03 07:23:00,Hyderabad,South,Home Goods,Curtain Set,4.0,2862.33,0.05,10876.85,2519.49,N. Gupta
ORD106339,2023-06-03 07:36:00,Bhubaneswar,East,Home Goods,Curtain Set,4.0,2918.93,0.05,11091.93,3712.15,K. Menon
ORD107344,2023-06-03 08:16:00,Mumbai,West,Apparel,Denim Jeans,8.0,2307.67,0.05,17538.29,4938.38,M. Khan
ORD107344,2023-06-03 08:16:00,Mumbai,West,Apparel,Denim Jeans,8.0,2307.67,0.05,17538.29,4938.38,M. Khan
ORD105463,2023-06-03 09:25:00,Delhi,North,Groceries,Basmati Rice 5kg,8.0,444.02,0.2,2841.73,979.4,P. Verma
ORD102980,2023-06-03 09:43:00,Patna,East,Groceries,Spice Combo Pack,14.0,713.55,0.1,8990.73,1490.88,  M. Khan
ORD102836,2023-06-03 10:21:00,Kolkata,East,Electronics,Bluetooth Speaker,14.0,1567.4,0.0,21943.6,4716.83,N. Gupta
ORD108334,2023-06-03 11:07:00,Chennai,South,Toys,Board Game,4.0,504.52,0.0,2018.08,591.24,K. Menon
ORD109365,2023-06-03 12:14:00,Ahmedabad,West,Groceries,Tea Leaves 500g,1.0,771.61,,771.61,253.68,S. Nair
ORD102525,2023-06-03 12:36:00,Lucknow,North,Groceries,Cooking Oil 1L,4.0,333.92,0.0,1335.68,252.6,T. Banerjee
ORD106346,2023-06-03 12:36:00,Kolkata,East,Home Goods,Curtain Set,14.0,291.52,0.0,4081.28,607.07,D. Joshi
ORD108236,2023-06-03 13:31:00,Chandigarh,North,Groceries,Cooking Oil 1L,12.0,426.87,0.05,4866.32,1100.19,P. Verma
ORD108896,2023-06-03 14:13:00,Chandigarh,North,Electronics,Smartwatch,13.0,1008.43,0.05,12454.11,1833.24,S. Nair
ORD108665,2023-06-03 15:42:00,Ahmedabad,West,Apparel,Formal Shirt,2.0,2420.61,0.0,4841.22,1604.97,  K. Menon
ORD107482,2023-06-03 17:01:00,Patna,East,Toys,Puzzle 500pc,12.0,1538.48,0.0,18461.76,5065.5,
ORD101976,2023-06-03 17:05:00,Hyderabad,South,Apparel,Sports Jacket,7.0,604.54,0.0,4231.78,901.35,D. Joshi
ORD102030,2023-06-03 17:09:00,Patna,East,Groceries,Basmati Rice 5kg,10.0,538.9,0.0,5389.0,1124.46,K. Menon
ORD108274,2023-06-03 20:21:00,Bengaluru,South,Electronics,Power Bank,4.0,1678.95,0.0,6715.8,1926.29,A. Sharma
ORD106537,2023-06-03 20:26:00,Chandigarh,North,Groceries,Tea Leaves 500g,6.0,593.87,0.15,3028.74,854.39,R. Iyer
ORD103772,2023-06-03 20:32:00,Lucknow,North,Apparel,Sports Jacket,7.0,489.99,0.1,3086.94,843.55,K. Menon
ORD108853,2023-06-03 20:58:00,Bengaluru,South,Electronics,Power Bank,8.0,1643.07,0.0,13144.56,4131.29,A. Sharma
ORD109835,2023-06-03 21:22:00,Bhubaneswar,East,Apparel,Saree,12.0,1002.88,0.05,11432.83,1650.4,A. Sharma
ORD105176,2023-06-03 21:45:00,Bhubaneswar,East,Apparel,Denim Jeans,3.0,557.44,0.0,1672.32,313.23,A. Sharma
ORD103314,2023-06-03 21:47:00,Bengaluru,South,Electronics,Power Bank,11.0,1508.32,0.0,16591.52,2115.56,D. Joshi
ORD108548,2023-06-04 00:16:00,Chandigarh,North,Groceries,Spice Combo Pack,10.0,329.1,0.1,2961.9,552.89,N. Gupta
ORD101248,2023-06-04 00:25:00,Delhi,North,Electronics,Wireless Earbuds,11.0,1201.22,0.0,13213.42,4277.9,D. Joshi
ORD103889,2023-06-04 04:58:00,Chandigarh,North,Apparel,Cotton Kurta,8.0,883.69,0.0,7069.52,1756.66,
ORD108774,2023-06-04 04:59:00,Delhi,North,Groceries,Tea Leaves 500g,10.0,328.48,0.05,3120.56,974.56,V. Reddy
ORD102124,2023-06-04 05:54:00,Mumbai,West,Home Goods,Table Lamp,13.0,462.41,0.05,5710.76,1005.79,V. Reddy
ORD100918,2023-06-04 06:10:00,Chandigarh,North,Electronics,Smartwatch,9.0,1739.45,0.05,14872.3,4953.0,N. Gupta
ORD104596,2023-06-04 07:12:00,Patna,East,Toys,Remote Control Car,4.0,1804.81,0.15,6136.35,1736.79,S. Nair
ORD107560,2023-06-04 07:18:00,Bhubaneswar,East,Electronics,Smartwatch,8.0,2956.65,0.0,23653.2,4547.63,M. Khan
ORD106043,2023-06-04 07:56:00,Patna,East,Toys,Soft Toy Bear,7.0,1444.06,0.1,9097.58,1468.59,V. Reddy
ORD106282,2023-06-04 08:19:00,Chandigarh,North,Home Goods,Curtain Set,5.0,1212.81,0.0,6064.05,1779.54,V. Reddy
ORD105032,2023-06-04 09:36:00,Kolkata,East,Groceries,Basmati Rice 5kg,14.0,206.47,0.0,2890.58,295.89,K. Menon
ORD108157,2023-06-04 10:11:00,Hyderabad,South,Home Goods,Non-stick Pan,11.0,1473.37,0.0,16207.07,1982.67,N. Gupta
ORD105702,2023-06-04 10:55:00,Pune,West,Electronics,Smartwatch,13.0,3673.59,0.0,47756.67,15805.09,S. Nair
ORD106151,2023-06-04 11:35:00,Delhi,North,Groceries,Spice Combo Pack,14.0,306.57,0.2,3433.58,381.18,S. Nair
ORD101218,2023-06-04 13:16:00,Chandigarh,North,Apparel,Cotton Kurta,8.0,774.52,0.05,5886.35,1937.57,A. Sharma
ORD100896,2023-06-04 14:31:00,Bhubaneswar,East,Toys,Remote Control Car,9.0,1158.4,0.0,10425.6,1473.27,M. Khan
ORD108772,2023-06-04 14:43:00,Mumbai,West,Apparel,Denim Jeans,9.0,2069.83,0.0,18628.47,2805.5,R. Iyer
ORD107946,2023-06-04 15:07:00,Chennai,South,Home Goods,Table Lamp,13.0,1544.56,0.0,20079.28,6456.94,K. Menon
ORD103793,2023-06-04 15:35:00,Delhi,North,Groceries,Cooking Oil 1L,5.0,,0.05,4186.08,566.38,K. Menon
ORD100703,2023-06-04 15:56:00,Pune,West,Apparel,Denim Jeans,7.0,495.32,0.0,3467.24,766.71,A. Sharma
ORD102295,2023-06-04 16:26:00,Bhubaneswar,East,Home Goods,Storage Box,12.0,2106.1,0.05,24009.54,5222.18,K. Menon
ORD107806,2023-06-04 17:36:00,Hyderabad,South,Apparel,Saree,10.0,415.32,,3945.54,685.46,N. Gupta
ORD109467,2023-06-04 19:37:00,Lucknow,North,Toys,Puzzle 500pc,14.0,918.92,0.2,10795.18,1229.62,K. Menon
ORD109467,2023-06-04 19:37:00,Lucknow,North,Toys,Puzzle 500pc,14.0,918.92,0.15,10935.15,1277.04,K. Menon
ORD109580,2023-06-04 19:52:00,Kolkata,East,Groceries,Tea Leaves 500g,7.0,303.26,0.0,2122.82,224.67,K. Menon
ORD103953,2023-06-04 20:54:00,Pune,West,Home Goods,Storage Box,8.0,2271.44,0.05,17262.94,4379.33,N. Gupta
ORD106495,2023-06-05 02:43:00,Chennai,South,Home Goods,Storage Box,4.0,2417.76,0.1,8703.94,1858.69,V. Reddy
ORD106596,2023-06-05 02:52:00,Ahmedabad,West,Toys,Soft Toy Bear,8.0,517.78,0.0,4142.24,925.47,K. Menon
ORD107626,2023-06-05 04:19:00,Pune,West,Home Goods,Curtain Set,14.0,2193.16,0.0,30704.24,8479.43,M. Khan
ORD108433,2023-06-05 05:20:00,Pune,West,Home Goods,Curtain Set,2.0,273.86,0.0,547.72,165.27,R. Iyer
ORD100285,2023-06-05 07:12:00,Lucknow,North,Groceries,Wheat Flour 10kg,11.0,303.8,0.05,3174.71,628.74,T. Banerjee
ORD104027,2023-06-05 07:20:00,Pune,West,Apparel,Saree,4.0,2151.32,0.0,8605.28,2737.29,P. Verma
ORD105129,2023-06-05 08:57:00,Mumbai,West,Toys,Soft Toy Bear,12.0,984.22,0.1,10629.58,3471.6,A. Sharma
ORD104108,2023-06-05 09:28:00,Mumbai,West,Electronics,Wireless Earbuds,10.0,2210.92,0.0,22109.2,3629.67,K. Menon
ORD103758,2023-06-05 09:51:00,Ahmedabad,West,Toys,Soft Toy Bear,14.0,1816.23,0.05,24155.86,8352.84,D. Joshi
ORD107257,2023-06-05 10:58:00,Chennai,South,Groceries,Tea Leaves 500g,8.0,688.49,0.0,5507.92,1528.18,V. Reddy
ORD103200,2023-06-05 11:27:00,Pune,West,Home Goods,Non-stick Pan,4.0,1971.41,0.05,43171.013028009824,1878.01,T. Banerjee
ORD109353,2023-06-05 12:37:00,Chennai,South,Groceries,Tea Leaves 500g,4.0,377.95,0.1,1360.62,317.36,D. Joshi
ORD109583,2023-06-05 12:49:00,Bhubaneswar,East,Home Goods,Storage Box,9.0,2391.91,0.15,18298.11,6310.25,V. Reddy
ORD106033,2023-06-05 13:49:00,Lucknow,North,Groceries,Wheat Flour 10kg,4.0,371.27,0.15,1262.32,378.05,S. Nair
ORD103162,2023-06-05 13:58:00,Bhubaneswar,East,Home Goods,Curtain Set,3.0,262.73,0.15,669.96,196.82,N. Gupta
ORD101533,2023-06-05 14:30:00,Delhi,North,Electronics,Power Bank,7.0,3573.42,0.0,25013.94,8114.75,N. Gupta
ORD104974,2023-06-05 16:11:00,Mumbai,West,Groceries,Spice Combo Pack,6.0,808.71,0.05,4609.65,1355.76,M. Khan
ORD109392,2023-06-05 17:12:00,Kolkata,East,Home Goods,Storage Box,14.0,2606.54,0.15,31017.83,8645.55,R. Iyer
ORD102893,2023-06-05 17:19:00,Pune,West,Toys,Puzzle 500pc,3.0,1850.51,0.0,5551.53,838.76,P. Verma
ORD100205,2023-06-05 20:55:00,Lucknow,North,Groceries,Cooking Oil 1L,6.0,399.02,0.0,2394.12,325.61,K. Menon
ORD102102,2023-06-05 21:33:00,Patna,East,Toys,Building Blocks Set,3.0,650.73,0.0,1952.19,284.34,T. Banerjee
ORD101781,2023-06-05 22:22:00,Chennai,South,Groceries,Cooking Oil 1L,12.0,203.17,0.05,2316.14,656.77,S. Nair
ORD108122,2023-06-06 00:43:00,Bengaluru,South,Toys,Soft Toy Bear,2.0,978.82,0.1,1761.88,212.64,R. Iyer
ORD101918,2023-06-06 01:49:00,Lucknow,North,Home Goods,Non-stick Pan,5.0,1436.29,0.0,7181.45,2113.87,K. Menon
ORD107829,2023-06-06 01:51:00,Hyderabad,South,Home Goods,Non-stick Pan,11.0,659.08,0.1,6524.89,681.07,N. Gupta
ORD107967,2023-06-06 03:53:00,Chennai,South,Home Goods,Non-stick Pan,3.0,824.54,0.0,2473.62,426.54,S. Nair
ORD101371,2023-06-06 03:58:00,Lucknow,North,Apparel,Cotton Kurta,14.0,,0.05,20815.16,5501.28,D. Joshi
ORD102093,2023-06-06 04:06:00,Kolkata,East,Apparel,Denim Jeans,9.0,1368.1,0.1,11081.61,2297.88,V. Reddy
ORD104194,2023-06-06 04:13:00,Bengaluru,South,Toys,Building Blocks Set,6.0,1008.32,0.0,6049.92,1734.92,
ORD102032,2023-06-06 05:44:00,Ahmedabad,West,Groceries,Tea Leaves 500g,3.0,151.72,0.2,364.13,37.09,T. Banerjee
ORD109337,2023-06-06 05:57:00,Kolkata,East,Toys,Puzzle 500pc,11.0,1299.13,0.05,13575.91,1425.68,N. Gupta
ORD105914,2023-06-06 06:32:00,Delhi,North,Apparel,Denim Jeans,4.0,1553.29,0.05,5902.5,1630.45,P. Verma
ORD104751,2023-06-06 07:21:00,Chandigarh,North,Groceries,Wheat Flour 10kg,5.0,881.19,,4405.95,1319.12,M. Khan
ORD105060,2023-06-06 07:52:00,Ahmedabad,West,Apparel,Cotton Kurta,12.0,1354.99,0.0,16259.88,5017.71,M. Khan
ORD102779,2023-06-06 08:09:00,Patna,East,Electronics,Power Bank,13.0,1264.63,0.0,16440.19,2745.8,
ORD107616,2023-06-06 08:48:00,Mumbai,West,Home Goods,Curtain Set,13.0,1433.12,0.0,18630.56,3723.51,S. Nair
ORD108719,2023-06-06 09:58:00,Kolkata,East,Apparel,Sports Jacket,5.0,2244.35,0.05,10660.66,2014.98,N. Gupta
ORD105782,2023-06-06 12:17:00,Chennai,South,Electronics,Wireless Earbuds,6.0,929.23,0.05,5296.61,1101.79,M. Khan
ORD103457,2023-06-06 12:24:00,Bhubaneswar,East,Apparel,Formal Shirt,6.0,553.41,0.0,3320.46,1105.72,S. Nair
ORD100295,2023-06-06 12:27:00,Patna,East,Toys,Soft Toy Bear,4.0,890.4,0.1,3205.44,871.97,P. Verma
ORD107603,2023-06-06 13:22:00,Bengaluru,South,Home Goods,Storage Box,2.0,2408.56,0.0,4817.12,1287.17,T. Banerjee
ORD106091,2023-06-06 14:19:00,Chennai,South,Toys,Building Blocks Set,14.0,624.93,0.0,8749.02,2404.6,A. Sharma
ORD108979,2023-06-06 15:25:00,Pune,West,Toys,Soft Toy Bear,9.0,1874.56,0.1,15183.94,,N. Gupta
ORD100963,2023-06-06 18:59:00,Patna,East,Electronics,Wireless Earbuds,6.0,3398.34,0.0,20390.04,6257.66,D. Joshi
ORD107428,2023-06-06 19:31:00,Chennai,South,Groceries,Basmati Rice 5kg,1.0,502.1,0.15,426.78,144.09,S. Nair
ORD108659,2023-06-06 21:22:00,Bhubaneswar,East,Apparel,Cotton Kurta,2.0,1330.03,0.05,2527.06,695.88,K. Menon
ORD109703,2023-06-06 23:03:00,Chennai,South,Home Goods,Non-stick Pan,13.0,2774.92,0.05,34270.26,7414.23,P. Verma
ORD105366,2023-06-06 23:17:00,Ahmedabad,West,Groceries,Wheat Flour 10kg,10.0,179.71,,,522.88,V. Reddy
ORD105407,2023-06-06 23:37:00,Mumbai,West, Home Goods ,Bedsheet Set,1.0,481.36,0.0,481.36,132.55,M. Khan
ORD105471,2023-06-07 00:58:00,Patna,East,Toys,Soft Toy Bear,9.0,1057.34,0.0,9516.06,3272.65,P. Verma
ORD102872,2023-06-07 08:29:00,Mumbai,West,Home Goods,Curtain Set,5.0,2982.47,0.0,14912.35,3733.77,T. Banerjee
ORD103813,2023-06-07 10:28:00,Chennai,South,Home Goods,Curtain Set,8.0,2378.53,0.0,19028.24,5227.81,S. Nair
ORD101593,2023-06-07 11:03:00,Bengaluru,South,Home Goods,Curtain Set,5.0,1752.34,0.0,8761.7,1274.99,M. Khan
ORD106930,2023-06-07 11:05:00,Delhi,North,Toys,Building Blocks Set,6.0,667.37,0.0,4004.22,980.95,V. Reddy
ORD101905,2023-06-07 11:34:00,Chandigarh,North,Home Goods,Non-stick Pan,12.0,2741.38,0.2,26317.25,5719.96,P. Verma
ORD101994,2023-06-07 11:38:00,Pune,West,Toys,Soft Toy Bear,8.0,1062.93,0.15,7227.92,1444.5,N. Gupta
ORD108499,2023-06-07 11:40:00,Mumbai,West,Toys,Remote Control Car,11.0,326.02,0.0,22476.84518195796,940.16,T. Banerjee
ORD102731,2023-06-07 12:10:00,Ahmedabad,West,Home Goods,Table Lamp,8.0,2840.07,0.0,22720.56,6532.53,  S. Nair
ORD101636,2023-06-07 12:58:00,Lucknow,North,Toys,Remote Control Car,13.0,745.13,0.15,8233.69,2227.36,K. Menon
ORD103720,2023-06-07 14:22:00,Chandigarh,North,Home Goods,Storage Box,2.0,1167.78,0.05,2218.78,444.18,N. Gupta
ORD104077,2023-06-07 14:47:00,Chennai,South,Apparel,Saree,14.0,2310.63,0.0,32857.32,4853.84,  T. Banerjee
ORD104077,2023-06-07 14:47:00,Chennai,South,Apparel,Saree,14.0,2310.63,0.05,30731.38,4770.0,T. Banerjee
ORD102047,2023-06-07 15:33:00,Kolkata,East,Home Goods,Bedsheet Set,13.0,2727.63,0.0,35459.19,6987.14,V. Reddy
ORD109608,2023-06-07 15:41:00,Ahmedabad,West,Electronics,Bluetooth Speaker,6.0,601.15,0.15,3065.86,444.53,K. Menon
ORD100619,2023-06-07 17:01:00,Bhubaneswar,East,Electronics,Power Bank,9.0,2758.62,0.2,19862.06,3904.5,D. Joshi
ORD100619,2023-06-07 17:01:00,Bhubaneswar,East,Electronics,Power Bank,9.0,2758.62,0.2,19862.06,3904.5,D. Joshi
ORD101655,2023-06-07 17:07:00,Delhi,North,Electronics,Bluetooth Speaker,8.0,3555.06,0.0,28440.48,4205.78,R. Iyer
ORD100208,2023-06-07 17:44:00,Bengaluru,South,Groceries,Spice Combo Pack,3.0,121.72,0.15,310.39,66.47,P. Verma
ORD100825,2023-06-07 18:58:00,Pune,West,Apparel,Formal Shirt,14.0,834.27,0.1,10511.8,3664.8,T. Banerjee
ORD109716,2023-06-07 22:13:00,Kolkata,East,Electronics,Power Bank,9.0,3430.49,0.0,30874.41,3936.65,R. Iyer
ORD109018,2023-06-07 23:23:00,Delhi,North,Home Goods,Bedsheet Set,9.0,605.04,0.05,5173.09,1261.54,N. Gupta
ORD106197,2023-06-07 23:27:00,Delhi,North,Toys,Soft Toy Bear,13.0,668.07,0.0,8684.91,2149.08,P. Verma
ORD103303,2023-06-08 00:37:00,Mumbai,West,Electronics,LED Monitor,2.0,2838.8,0.1,5109.84,950.0,T. Banerjee
ORD102187,2023-06-08 00:44:00,Chennai,South,Toys,Remote Control Car,9.0,948.61,0.0,8537.49,1575.75,N. Gupta
ORD109347,2023-06-08 01:43:00,Ahmedabad,West,Home Goods,Bedsheet Set,12.0,671.3,0.1,7250.04,2506.59,K. Menon
ORD108572,2023-06-08 01:50:00,Chandigarh,North,Apparel,Sports Jacket,3.0,1917.0,0.0,5751.0,989.77,T. Banerjee
ORD109950,2023-06-08 03:23:00,Chandigarh,North,Home Goods,Non-stick Pan,7.0,1320.58,0.2,7395.25,1455.36,  V. Reddy
ORD106051,2023-06-08 04:07:00,Bengaluru,South,Groceries,Wheat Flour 10kg,11.0,848.02,0.0,50671.850987737474,1501.61,A. Sharma
ORD100374,2023-06-08 04:08:00,Ahmedabad,West,Electronics,Smartwatch,1.0,730.49,0.05,693.97,103.85,M. Khan
ORD100544,2023-06-08 06:31:00,Bhubaneswar,East,Apparel,Cotton Kurta,14.0,2490.69,0.1,31382.69,4918.9,V. Reddy
ORD109276,2023-06-08 07:32:00,Hyderabad,South,Apparel,Saree,8.0,,0.2,3978.43,564.56,V. Reddy
ORD109666,2023-06-08 08:11:00,Patna,East,Apparel,Formal Shirt,12.0,558.6,0.0,6703.2,979.92,T. Banerjee
ORD109863,2023-06-08 08:52:00,Bhubaneswar,East,Home Goods,Curtain Set,1.0,2074.1,0.05,1970.39,580.5,D. Joshi
ORD102963,2023-06-08 09:51:00,Hyderabad,South,Home Goods,Curtain Set,9.0,2861.62,0.0,25754.58,8961.2,P. Verma
ORD101746,2023-06-08 09:58:00,Ahmedabad,West,Electronics,Smartwatch,2.0,1957.51,0.0,3915.02,478.92,M. Khan
ORD105802,2023-06-08 10:45:00,Pune,West,Apparel,Saree,10.0,2123.13,0.0,21231.3,3397.0,R. Iyer
ORD101880,2023-06-08 11:32:00,Bhubaneswar,East,Home Goods,Bedsheet Set,7.0,1842.92,0.1,11610.4,1733.1,K. Menon
ORD100434,2023-06-08 13:08:00,Bhubaneswar,East,Groceries,Spice Combo Pack,,156.56,0.1,1268.14,220.0,D. Joshi
ORD108515,2023-06-08 14:25:00,Lucknow,North,Toys,Board Game,14.0,627.57,0.2,7028.78,964.89,S. Nair
ORD102565,2023-06-08 15:58:00,Kolkata,East,Groceries,Tea Leaves 500g,6.0,336.5,0.1,1817.1,295.8,M. Khan
ORD102953,2023-06-08 16:42:00,Bhubaneswar,East,Home Goods,Storage Box,3.0,645.32,0.0,1935.96,485.79,T. Banerjee
ORD106403,2023-06-08 17:23:00,Patna,East,Electronics,Smartwatch,13.0,2682.5,0.0,34872.5,10381.02,T. Banerjee
ORD108840,2023-06-08 17:36:00,Hyderabad,South,Electronics,Bluetooth Speaker,7.0,1598.0,0.1,10067.4,2992.32,S. Nair
ORD104001,2023-06-08 18:38:00,Kolkata,East,Electronics,Bluetooth Speaker,5.0,1054.34,0.05,5008.12,1365.87,N. Gupta
ORD106639,2023-06-08 18:54:00,Hyderabad,South,Home Goods,Non-stick Pan,10.0,1929.63,0.15,16401.86,1696.18,R. Iyer
ORD103997,2023-06-08 19:04:00,Mumbai,West,Groceries,Wheat Flour 10kg,8.0,727.38,0.0,5819.04,1882.84,K. Menon
ORD105320,2023-06-08 21:05:00,Pune,West,Apparel,Denim Jeans,2.0,489.76,0.05,930.54,193.81,T. Banerjee
ORD102195,2023-06-08 22:38:00,Lucknow,North,Groceries,Wheat Flour 10kg,2.0,597.55,0.0,1195.1,201.76,S. Nair
ORD109858,2023-06-08 23:56:00,Pune,West,Home Goods,Storage Box,9.0,2146.72,0.0,19320.48,4319.56,T. Banerjee
ORD103591,2023-06-09 00:02:00,Chennai,South,Apparel,Saree,8.0,1704.62,0.1,12273.26,3773.4,D. Joshi
ORD107504,2023-06-09 00:22:00,Delhi,North,Apparel,Sports Jacket,10.0,1976.79,0.15,87906.40799195012,5568.53, A. Sharma 
ORD108478,2023-06-09 00:53:00,Bhubaneswar,East,Home Goods,Table Lamp,1.0,1761.91,0.1,1585.72,249.89,N. Gupta
ORD104499,2023-06-09 02:14:00,Mumbai,West,Apparel,Formal Shirt,2.0,,0.0,4972.2,1047.48,S. Nair
